market_cap,price,avlble_spply,volume24h,prcntg_chnge24h
257738963790,15357.5,16782612.0,21831100000.0,1.05
257738963790,15357.5,16782612.0,21831100000.0,1.05
market_cap,price,avlble_spply,volume24h,prcntg_chnge24h
287015899545,17099.7,16784850.0,23209000000.0,10.37
market_cap,price,avlble_spply,volume24h,prcntg_chnge24h
285274057012,16995.9,16784875.0,23450400000.0,9.73
