"Date","Close Price"
"2018-01-06 00:00:00","16937.17"
"2018-01-06 00:01:00","16935.29"
"2018-01-06 00:02:00","16943.39"
"2018-01-06 00:03:00","16933.47"
"2018-01-06 00:04:00","16893.6"
"2018-01-06 00:05:00","16874.53"
"2018-01-06 00:06:00","16859.23"
"2018-01-06 00:07:00","16811.26"
"2018-01-06 00:08:00","16752.35"
"2018-01-06 00:09:00","16755.53"
"2018-01-06 00:10:00","16734.65"
"2018-01-06 00:11:00","16746.51"
"2018-01-06 00:12:00","16784.53"
"2018-01-06 00:13:00","16745.55"
"2018-01-06 00:14:00","16722.48"
"2018-01-06 00:15:00","16693.95"
"2018-01-06 00:16:00","16685.88"
"2018-01-06 00:17:00","16728.61"
"2018-01-06 00:18:00","16745.16"
"2018-01-06 00:19:00","16696.4"
"2018-01-06 00:20:00","16673.64"
"2018-01-06 00:21:00","16678.27"
"2018-01-06 00:22:00","16746.46"
"2018-01-06 00:23:00","16748.13"
"2018-01-06 00:24:00","16727.7"
"2018-01-06 00:25:00","16725.19"
"2018-01-06 00:26:00","16724.9"
"2018-01-06 00:27:00","16704.69"
"2018-01-06 00:28:00","16705.79"
"2018-01-06 00:29:00","16680.82"
"2018-01-06 00:30:00","16642.96"
"2018-01-06 00:31:00","16660.02"
"2018-01-06 00:32:00","16708.94"
"2018-01-06 00:33:00","16684.09"
"2018-01-06 00:34:00","16674.43"
"2018-01-06 00:35:00","16691.63"
"2018-01-06 00:36:00","16712.09"
"2018-01-06 00:37:00","16747.16"
"2018-01-06 00:38:00","16786.71"
"2018-01-06 00:39:00","16807.77"
"2018-01-06 00:40:00","16805.92"
"2018-01-06 00:41:00","16796.46"
"2018-01-06 00:42:00","16798.48"
"2018-01-06 00:43:00","16782.99"
"2018-01-06 00:44:00","16780.18"
"2018-01-06 00:45:00","16761.4"
"2018-01-06 00:46:00","16751.06"
"2018-01-06 00:47:00","16753.29"
"2018-01-06 00:48:00","16748.47"
"2018-01-06 00:49:00","16745.39"
"2018-01-06 00:50:00","16745.56"
"2018-01-06 00:51:00","16780.07"
"2018-01-06 00:52:00","16784.87"
"2018-01-06 00:53:00","16800.86"
"2018-01-06 00:54:00","16804.56"
"2018-01-06 00:55:00","16802.53"
"2018-01-06 00:56:00","16818.3"
"2018-01-06 00:57:00","16859.11"
"2018-01-06 00:58:00","16885.31"
"2018-01-06 00:59:00","16904.37"
"2018-01-06 01:00:00","16914.07"
"2018-01-06 01:01:00","16908.5"
"2018-01-06 01:02:00","16912.17"
"2018-01-06 01:03:00","16929"
"2018-01-06 01:04:00","16921.88"
"2018-01-06 01:05:00","16903.89"
"2018-01-06 01:06:00","16894.36"
"2018-01-06 01:07:00","16886.1"
"2018-01-06 01:08:00","16879.89"
"2018-01-06 01:09:00","16893.39"
"2018-01-06 01:10:00","16906.28"
"2018-01-06 01:11:00","16921.53"
"2018-01-06 01:12:00","16938.12"
"2018-01-06 01:13:00","16952.29"
"2018-01-06 01:14:00","16967.44"
"2018-01-06 01:15:00","16972.53"
"2018-01-06 01:16:00","16979.66"
"2018-01-06 01:17:00","16981.93"
"2018-01-06 01:18:00","16972.9"
"2018-01-06 01:19:00","16978.23"
"2018-01-06 01:20:00","16981.24"
"2018-01-06 01:21:00","16997.48"
"2018-01-06 01:22:00","17006.9"
"2018-01-06 01:23:00","17009.61"
"2018-01-06 01:24:00","17003.26"
"2018-01-06 01:25:00","16993.54"
"2018-01-06 01:26:00","16994.18"
"2018-01-06 01:27:00","16994.17"
"2018-01-06 01:28:00","17002.62"
"2018-01-06 01:29:00","17006.9"
"2018-01-06 01:30:00","16994.14"
"2018-01-06 01:31:00","16958.43"
"2018-01-06 01:32:00","16943.35"
"2018-01-06 01:33:00","16941.53"
"2018-01-06 01:34:00","16916.03"
"2018-01-06 01:35:00","16913.82"
"2018-01-06 01:36:00","16927.3"
"2018-01-06 01:37:00","16937.54"
"2018-01-06 01:38:00","16949.93"
"2018-01-06 01:39:00","16975.27"
"2018-01-06 01:40:00","16967.87"
"2018-01-06 01:41:00","16966.58"
