Date,"Close Price"
"2018-01-03 00:00:00",14740.76
"2018-01-03 00:01:00",14736.56
"2018-01-03 00:02:00",14716.04
"2018-01-03 00:03:00",14711.21
"2018-01-03 00:04:00",14725.92
"2018-01-03 00:05:00",14755.13
"2018-01-03 00:06:00",14739.57
"2018-01-03 00:07:00",14749.04
"2018-01-03 00:08:00",14751.77
"2018-01-03 00:09:00",14750.85
"2018-01-03 00:10:00",14776.54
"2018-01-03 00:11:00",14785.42
"2018-01-03 00:12:00",14797.32
"2018-01-03 00:13:00",14768.82
"2018-01-03 00:14:00",14795.58
"2018-01-03 00:15:00",14796.53
"2018-01-03 00:16:00",14815.79
"2018-01-03 00:17:00",14836.02
"2018-01-03 00:18:00",14871.85
"2018-01-03 00:19:00",14903.68
"2018-01-03 00:20:00",14939.31
"2018-01-03 00:21:00",14951.24
"2018-01-03 00:22:00",14934.93
"2018-01-03 00:23:00",14912.87
"2018-01-03 00:24:00",14883.84
"2018-01-03 00:25:00",14864.93
"2018-01-03 00:26:00",14890.74
"2018-01-03 00:27:00",14872.6
"2018-01-03 00:28:00",14855.73
"2018-01-03 00:29:00",14857.69
"2018-01-03 00:30:00",14869.72
"2018-01-03 00:31:00",14890.02
"2018-01-03 00:32:00",14887.05
"2018-01-03 00:33:00",14881.88
"2018-01-03 00:34:00",14873.68
"2018-01-03 00:35:00",14873.32
"2018-01-03 00:36:00",14887.19
"2018-01-03 00:37:00",14899.09
"2018-01-03 00:38:00",14909.99
"2018-01-03 00:39:00",14918.36
"2018-01-03 00:40:00",14900.82
"2018-01-03 00:41:00",14862.43
"2018-01-03 00:42:00",14837.68
"2018-01-03 00:43:00",14822.35
"2018-01-03 00:44:00",14818.73
"2018-01-03 00:45:00",14816.53
"2018-01-03 00:46:00",14830.11
"2018-01-03 00:47:00",14827.76
"2018-01-03 00:48:00",14822.3
"2018-01-03 00:49:00",14809.66
"2018-01-03 00:50:00",14803.22
"2018-01-03 00:51:00",14786.96
"2018-01-03 00:52:00",14785.65
"2018-01-03 00:53:00",14780.72
"2018-01-03 00:54:00",14772.73
"2018-01-03 00:55:00",14777.79
"2018-01-03 00:56:00",14784.24
"2018-01-03 00:57:00",14791.93
"2018-01-03 00:58:00",14803.92
"2018-01-03 00:59:00",14820.35
"2018-01-03 01:00:00",14836.49
"2018-01-03 01:01:00",14828.1
"2018-01-03 01:02:00",14830.81
"2018-01-03 01:03:00",14837.63
"2018-01-03 01:04:00",14822.25
"2018-01-03 01:05:00",14822.14
"2018-01-03 01:06:00",14825.79
"2018-01-03 01:07:00",14821.04
"2018-01-03 01:08:00",14813.83
"2018-01-03 01:09:00",14806.3
"2018-01-03 01:10:00",14815.53
"2018-01-03 01:11:00",14827.45
"2018-01-03 01:12:00",14835.67
"2018-01-03 01:13:00",14843.61
"2018-01-03 01:14:00",14849.67
"2018-01-03 01:15:00",14852.21
"2018-01-03 01:16:00",14856.32
"2018-01-03 01:17:00",14860.12
"2018-01-03 01:18:00",14852.44
"2018-01-03 01:19:00",14828.26
"2018-01-03 01:20:00",14841.57
"2018-01-03 01:21:00",14843.44
"2018-01-03 01:22:00",14835.79
"2018-01-03 01:23:00",14826.67
"2018-01-03 01:24:00",14826.87
"2018-01-03 01:25:00",14816.78
"2018-01-03 01:26:00",14808.4
"2018-01-03 01:27:00",14811.01
"2018-01-03 01:28:00",14818.15
"2018-01-03 01:29:00",14821.16
"2018-01-03 01:30:00",14815.35
"2018-01-03 01:31:00",14803.61
"2018-01-03 01:32:00",14776.06
"2018-01-03 01:33:00",14774.48
"2018-01-03 01:34:00",14786.27
"2018-01-03 01:35:00",14780.39
"2018-01-03 01:36:00",14778.66
"2018-01-03 01:37:00",14766.18
"2018-01-03 01:38:00",14762.88
"2018-01-03 01:39:00",14759.92
"2018-01-03 01:40:00",14760.35
"2018-01-03 01:41:00",14781.17
"2018-01-03 01:42:00",14789.53
"2018-01-03 01:43:00",14796.55
"2018-01-03 01:44:00",14799.93
"2018-01-03 01:45:00",14813.07
"2018-01-03 01:46:00",14818.3
"2018-01-03 01:47:00",14822.56
"2018-01-03 01:48:00",14840.35
"2018-01-03 01:49:00",14840.76
"2018-01-03 01:50:00",14849.6
"2018-01-03 01:51:00",14851.56
"2018-01-03 01:52:00",14857.22
"2018-01-03 01:53:00",14861.88
"2018-01-03 01:54:00",14850.41
"2018-01-03 01:55:00",14836.79
"2018-01-03 01:56:00",14824.54
"2018-01-03 01:57:00",14838.31
"2018-01-03 01:58:00",14839.89
"2018-01-03 01:59:00",14843.39
"2018-01-03 02:00:00",14828.6
"2018-01-03 02:01:00",14823.6
"2018-01-03 02:02:00",14795.78
"2018-01-03 02:03:00",14788.11
"2018-01-03 02:04:00",14797.23
"2018-01-03 02:05:00",14800.15
"2018-01-03 02:06:00",14792.75
"2018-01-03 02:07:00",14790.56
"2018-01-03 02:08:00",14786.56
"2018-01-03 02:09:00",14787.01
"2018-01-03 02:10:00",14781.17
"2018-01-03 02:11:00",14781.61
"2018-01-03 02:12:00",14777.07
"2018-01-03 02:13:00",14774.92
"2018-01-03 02:14:00",14768.4
"2018-01-03 02:15:00",14771.4
"2018-01-03 02:16:00",14784.59
"2018-01-03 02:17:00",14791.41
"2018-01-03 02:18:00",14800.38
"2018-01-03 02:19:00",14797.13
"2018-01-03 02:20:00",14806.88
"2018-01-03 02:21:00",14815.8
"2018-01-03 02:22:00",14815.86
"2018-01-03 02:23:00",14814.27
"2018-01-03 02:24:00",14821.22
"2018-01-03 02:25:00",14824.3
"2018-01-03 02:26:00",14832.66
"2018-01-03 02:27:00",14831.19
"2018-01-03 02:28:00",14840.02
"2018-01-03 02:29:00",14845.4
"2018-01-03 02:30:00",14852.61
"2018-01-03 02:31:00",14862.75
"2018-01-03 02:32:00",14858.09
"2018-01-03 02:33:00",14840.74
"2018-01-03 02:34:00",14843.4
"2018-01-03 02:35:00",14829.19
"2018-01-03 02:36:00",14814.91
"2018-01-03 02:37:00",14816.12
"2018-01-03 02:38:00",14830.45
"2018-01-03 02:39:00",14832.74
"2018-01-03 02:40:00",14842.69
"2018-01-03 02:41:00",14851.01
"2018-01-03 02:42:00",14863.04
"2018-01-03 02:43:00",14867.47
"2018-01-03 02:44:00",14909.06
"2018-01-03 02:45:00",14953.81
"2018-01-03 02:46:00",14957.4
"2018-01-03 02:47:00",14994.32
"2018-01-03 02:48:00",15023.14
"2018-01-03 02:49:00",15040.34
"2018-01-03 02:50:00",15031.83
"2018-01-03 02:51:00",15023.01
"2018-01-03 02:52:00",15004.48
"2018-01-03 02:53:00",15041.63
"2018-01-03 02:54:00",15050.21
"2018-01-03 02:55:00",15051.77
"2018-01-03 02:56:00",15061.36
"2018-01-03 02:57:00",15063.71
"2018-01-03 02:58:00",15057.49
"2018-01-03 02:59:00",15036.14
"2018-01-03 03:00:00",15028.39
"2018-01-03 03:01:00",15019.3
"2018-01-03 03:02:00",15034.05
"2018-01-03 03:03:00",15041.61
"2018-01-03 03:04:00",15038.88
"2018-01-03 03:05:00",15044.17
"2018-01-03 03:06:00",15053.59
"2018-01-03 03:07:00",15057.95
"2018-01-03 03:08:00",15068.96
"2018-01-03 03:09:00",15066.2
"2018-01-03 03:10:00",15070.78
"2018-01-03 03:11:00",15086.7
"2018-01-03 03:12:00",15103.27
"2018-01-03 03:13:00",15114.41
"2018-01-03 03:14:00",15146.18
"2018-01-03 03:15:00",15174.94
"2018-01-03 03:16:00",15151.9
"2018-01-03 03:17:00",15177.63
"2018-01-03 03:18:00",15148.82
"2018-01-03 03:19:00",15169.19
"2018-01-03 03:20:00",15170.99
"2018-01-03 03:21:00",15190.86
"2018-01-03 03:22:00",15210.3
"2018-01-03 03:23:00",15213.18
"2018-01-03 03:24:00",15214.57
"2018-01-03 03:25:00",15213.33
"2018-01-03 03:26:00",15166.91
"2018-01-03 03:27:00",15163.01
"2018-01-03 03:28:00",15166.2
"2018-01-03 03:29:00",15151.08
"2018-01-03 03:30:00",15142.96
"2018-01-03 03:31:00",15126.29
"2018-01-03 03:32:00",15091.2
"2018-01-03 03:33:00",15066.34
"2018-01-03 03:34:00",15040.18
"2018-01-03 03:35:00",15064.16
"2018-01-03 03:36:00",15057.23
"2018-01-03 03:37:00",15055.2
"2018-01-03 03:38:00",15057.91
"2018-01-03 03:39:00",15049.28
"2018-01-03 03:40:00",15036.85
"2018-01-03 03:41:00",14994.43
"2018-01-03 03:42:00",14994.1
"2018-01-03 03:43:00",15008.57
"2018-01-03 03:44:00",15004.6
"2018-01-03 03:45:00",15022.92
"2018-01-03 03:46:00",15032.72
"2018-01-03 03:47:00",15016.37
"2018-01-03 03:48:00",15004.6
"2018-01-03 03:49:00",14994.7
"2018-01-03 03:50:00",14975.36
"2018-01-03 03:51:00",14906.98
"2018-01-03 03:52:00",14887.93
"2018-01-03 03:53:00",14864.1
"2018-01-03 03:54:00",14902.14
"2018-01-03 03:55:00",14911.73
"2018-01-03 03:56:00",14899.22
"2018-01-03 03:57:00",14871.12
"2018-01-03 03:58:00",14884.72
"2018-01-03 03:59:00",14889.14
"2018-01-03 04:00:00",14881.54
"2018-01-03 04:01:00",14905.23
"2018-01-03 04:02:00",14917.54
"2018-01-03 04:03:00",14959.59
"2018-01-03 04:04:00",14956.18
"2018-01-03 04:05:00",14977.85
"2018-01-03 04:06:00",14987.84
"2018-01-03 04:07:00",14989.26
"2018-01-03 04:08:00",14972.13
"2018-01-03 04:09:00",14957.52
"2018-01-03 04:10:00",14954.22
"2018-01-03 04:11:00",14962.55
"2018-01-03 04:12:00",14966.17
"2018-01-03 04:13:00",14968.7
"2018-01-03 04:14:00",14953.49
"2018-01-03 04:15:00",14958.22
"2018-01-03 04:16:00",14955.65
"2018-01-03 04:17:00",14940.53
"2018-01-03 04:18:00",14956.75
"2018-01-03 04:19:00",14963.73
"2018-01-03 04:20:00",14969.46
"2018-01-03 04:21:00",14998.86
"2018-01-03 04:22:00",15023.93
"2018-01-03 04:23:00",15055.05
"2018-01-03 04:24:00",15044.31
"2018-01-03 04:25:00",15064.13
"2018-01-03 04:26:00",15073.43
"2018-01-03 04:27:00",15058.74
"2018-01-03 04:28:00",15059.76
"2018-01-03 04:29:00",15049.22
"2018-01-03 04:30:00",15048.49
"2018-01-03 04:31:00",15069.37
"2018-01-03 04:32:00",15080.85
"2018-01-03 04:33:00",15077.25
"2018-01-03 04:34:00",15073.49
"2018-01-03 04:35:00",15067.32
"2018-01-03 04:36:00",15086.93
"2018-01-03 04:37:00",15086.45
"2018-01-03 04:38:00",15061.6
"2018-01-03 04:39:00",15038.99
"2018-01-03 04:40:00",15067.2
"2018-01-03 04:41:00",15083.47
"2018-01-03 04:42:00",15097.21
"2018-01-03 04:43:00",15103.2
"2018-01-03 04:44:00",15097.75
"2018-01-03 04:45:00",15108.52
"2018-01-03 04:46:00",15112.53
"2018-01-03 04:47:00",15112.33
"2018-01-03 04:48:00",15117.32
"2018-01-03 04:49:00",15122.89
"2018-01-03 04:50:00",15134.24
"2018-01-03 04:51:00",15140.2
"2018-01-03 04:52:00",15147.89
"2018-01-03 04:53:00",15148.21
"2018-01-03 04:54:00",15146.33
"2018-01-03 04:55:00",15148.97
"2018-01-03 04:56:00",15138.01
"2018-01-03 04:57:00",15124.83
"2018-01-03 04:58:00",15099.67
"2018-01-03 04:59:00",15099.65
"2018-01-03 05:00:00",15093.98
"2018-01-03 05:01:00",15076
"2018-01-03 05:02:00",15067.43
"2018-01-03 05:03:00",15029.03
"2018-01-03 05:04:00",15018.56
"2018-01-03 05:05:00",15026.75
"2018-01-03 05:06:00",15038.9
"2018-01-03 05:07:00",15060.27
"2018-01-03 05:08:00",15051.29
"2018-01-03 05:09:00",15048.33
"2018-01-03 05:10:00",15081.7
"2018-01-03 05:11:00",15091.68
"2018-01-03 05:12:00",15106.61
"2018-01-03 05:13:00",15104.55
"2018-01-03 05:14:00",15091.26
"2018-01-03 05:15:00",15105.68
